,STNAME,CTYNAME,Year,Population
186,California,Alameda County,CENSUS2010POP,1510271
1224,Massachusetts,Middlesex County,CENSUS2010POP,1503085
6650,Florida,Palm Beach County,POPESTIMATE2019,1496770
3360,California,Sacramento County,POPESTIMATE2015,1493674
1878,New York,Suffolk County,CENSUS2010POP,1493350
5019,New York,Suffolk County,POPESTIMATE2015,1491967
8160,New York,Suffolk County,POPESTIMATE2019,1476601
6628,Florida,Hillsborough County,POPESTIMATE2019,1471968
4970,New York,Bronx County,POPESTIMATE2015,1440005
3509,Florida,Palm Beach County,POPESTIMATE2015,1424256
219,California,Sacramento County,CENSUS2010POP,1418788
8111,New York,Bronx County,POPESTIMATE2019,1418207
6648,Florida,Orange County,POPESTIMATE2019,1393452
1829,New York,Bronx County,CENSUS2010POP,1385108
3487,Florida,Hillsborough County,POPESTIMATE2015,1364073
8138,New York,Nassau County,POPESTIMATE2019,1356924
4997,New York,Nassau County,POPESTIMATE2015,1354840
1856,New York,Nassau County,CENSUS2010POP,1339532
368,Florida,Palm Beach County,CENSUS2010POP,1320134
8348,Ohio,Franklin County,POPESTIMATE2019,1316756
3507,Florida,Orange County,POPESTIMATE2015,1291301
2059,Ohio,Cuyahoga County,CENSUS2010POP,1280122
9030,Texas,Travis County,POPESTIMATE2019,1273954
7621,Minnesota,Hennepin County,POPESTIMATE2019,1265843
5200,Ohio,Cuyahoga County,POPESTIMATE2015,1258739
7574,Michigan,Oakland County,POPESTIMATE2019,1257584
5207,Ohio,Franklin County,POPESTIMATE2015,1257386
4433,Michigan,Oakland County,POPESTIMATE2015,1244602
8341,Ohio,Cuyahoga County,POPESTIMATE2019,1235072
346,Florida,Hillsborough County,CENSUS2010POP,1229226
5385,Pennsylvania,Allegheny County,POPESTIMATE2015,1228827
2244,Pennsylvania,Allegheny County,CENSUS2010POP,1223348
4480,Minnesota,Hennepin County,POPESTIMATE2015,1222200
8526,Pennsylvania,Allegheny County,POPESTIMATE2019,1216045
1292,Michigan,Oakland County,CENSUS2010POP,1202362
5889,Texas,Travis County,POPESTIMATE2015,1179805
2066,Ohio,Franklin County,CENSUS2010POP,1163414
9075,Utah,Salt Lake County,POPESTIMATE2019,1160437
6474,California,Contra Costa County,POPESTIMATE2019,1153526
1339,Minnesota,Hennepin County,CENSUS2010POP,1152425
9129,Virginia,Fairfax County,POPESTIMATE2019,1147532
366,Florida,Orange County,CENSUS2010POP,1145956
5988,Virginia,Fairfax County,POPESTIMATE2015,1140401
3333,California,Contra Costa County,POPESTIMATE2015,1124405
8262,North Carolina,Wake County,POPESTIMATE2019,1111761
8230,North Carolina,Mecklenburg County,POPESTIMATE2019,1110356
5934,Utah,Salt Lake County,POPESTIMATE2015,1102273
2847,Virginia,Fairfax County,CENSUS2010POP,1081726
6727,Georgia,Fulton County,POPESTIMATE2019,1063937
7488,Maryland,Montgomery County,POPESTIMATE2019,1050688
192,California,Contra Costa County,CENSUS2010POP,1049025
6388,Arizona,Pima County,POPESTIMATE2019,1047279
8846,Texas,Collin County,POPESTIMATE2019,1034730
5089,North Carolina,Mecklenburg County,POPESTIMATE2015,1033238
4347,Maryland,Montgomery County,POPESTIMATE2015,1032814
2793,Utah,Salt Lake County,CENSUS2010POP,1029655
2748,Texas,Travis County,CENSUS2010POP,1024266
5121,North Carolina,Wake County,POPESTIMATE2015,1022319
3247,Arizona,Pima County,POPESTIMATE2015,1009103
3586,Georgia,Fulton County,POPESTIMATE2015,1005127
4718,Missouri,St. Louis County,POPESTIMATE2015,1001109
6477,California,Fresno County,POPESTIMATE2019,999101
1577,Missouri,St. Louis County,CENSUS2010POP,998954
7859,Missouri,St. Louis County,POPESTIMATE2019,994205
3687,Hawaii,Honolulu County,POPESTIMATE2015,991064
106,Arizona,Pima County,CENSUS2010POP,980263
6652,Florida,Pinellas County,POPESTIMATE2019,974996
6828,Hawaii,Honolulu County,POPESTIMATE2019,974563
1206,Maryland,Montgomery County,CENSUS2010POP,971777
3336,California,Fresno County,POPESTIMATE2015,969488
5027,New York,Westchester County,POPESTIMATE2015,968773
8168,New York,Westchester County,POPESTIMATE2019,967506
7026,Indiana,Marion County,POPESTIMATE2019,964582
6227,Wisconsin,Milwaukee County,POPESTIMATE2015,958421
6615,Florida,Duval County,POPESTIMATE2019,957755
546,Hawaii,Honolulu County,CENSUS2010POP,953207
1886,New York,Westchester County,CENSUS2010POP,949113
3086,Wisconsin,Milwaukee County,CENSUS2010POP,947735
3511,Florida,Pinellas County,POPESTIMATE2015,947060
9368,Wisconsin,Milwaukee County,POPESTIMATE2019,945726
3449,Connecticut,Fairfield County,POPESTIMATE2015,944943
6590,Connecticut,Fairfield County,POPESTIMATE2019,943332
3885,Indiana,Marion County,POPESTIMATE2015,939843
8787,Tennessee,Shelby County,POPESTIMATE2019,937166
5646,Tennessee,Shelby County,POPESTIMATE2015,937067
6734,Georgia,Gwinnett County,POPESTIMATE2019,936250
3756,Illinois,DuPage County,POPESTIMATE2015,933609
8056,New Jersey,Bergen County,POPESTIMATE2019,932202
195,California,Fresno County,CENSUS2010POP,930450
2505,Tennessee,Shelby County,CENSUS2010POP,927644
4915,New Jersey,Bergen County,POPESTIMATE2015,926391
6897,Illinois,DuPage County,POPESTIMATE2019,922921
4982,New York,Erie County,POPESTIMATE2015,920644
445,Georgia,Fulton County,CENSUS2010POP,920581
1948,North Carolina,Mecklenburg County,CENSUS2010POP,919628
1841,New York,Erie County,CENSUS2010POP,919040
8123,New York,Erie County,POPESTIMATE2019,918702
615,Illinois,DuPage County,CENSUS2010POP,916924
308,Connecticut,Fairfield County,CENSUS2010POP,916829
370,Florida,Pinellas County,CENSUS2010POP,916542
5705,Texas,Collin County,POPESTIMATE2015,915243
3474,Florida,Duval County,POPESTIMATE2015,910578
7489,Maryland,Prince George's County,POPESTIMATE2019,909327
4348,Maryland,Prince George's County,POPESTIMATE2015,906197
1774,New Jersey,Bergen County,CENSUS2010POP,905116
9260,Washington,Pierce County,POPESTIMATE2019,904980
744,Indiana,Marion County,CENSUS2010POP,903393
1980,North Carolina,Wake County,CENSUS2010POP,900993
6482,California,Kern County,POPESTIMATE2019,900202
3450,Connecticut,Hartford County,POPESTIMATE2015,896290
309,Connecticut,Hartford County,CENSUS2010POP,894014
6591,Connecticut,Hartford County,POPESTIMATE2019,891720
3593,Georgia,Gwinnett County,POPESTIMATE2015,888494
8864,Texas,Denton County,POPESTIMATE2019,887207
6505,California,San Francisco County,POPESTIMATE2019,881549
3341,California,Kern County,POPESTIMATE2015,876031
7561,Michigan,Macomb County,POPESTIMATE2019,873972
8911,Texas,Hidalgo County,POPESTIMATE2019,868707
4420,Michigan,Macomb County,POPESTIMATE2015,864960
333,Florida,Duval County,CENSUS2010POP,864263
1207,Maryland,Prince George's County,CENSUS2010POP,863420
3364,California,San Francisco County,POPESTIMATE2015,863010
312,Connecticut,New Haven County,CENSUS2010POP,862477
3453,Connecticut,New Haven County,POPESTIMATE2015,860186
6594,Connecticut,New Haven County,POPESTIMATE2019,854757
6523,California,Ventura County,POPESTIMATE2019,846006
3382,California,Ventura County,POPESTIMATE2015,845802
6119,Washington,Pierce County,POPESTIMATE2015,843778
1279,Michigan,Macomb County,CENSUS2010POP,840978
5770,Texas,Hidalgo County,POPESTIMATE2015,839667
200,California,Kern County,CENSUS2010POP,839631
8874,Texas,El Paso County,POPESTIMATE2019,839238
5733,Texas,El Paso County,POPESTIMATE2015,831898
8570,Pennsylvania,Montgomery County,POPESTIMATE2019,830915
7511,Massachusetts,Worcester County,POPESTIMATE2019,830622
4335,Maryland,Baltimore County,POPESTIMATE2015,827533
7476,Maryland,Baltimore County,POPESTIMATE2019,827370
4925,New Jersey,Middlesex County,POPESTIMATE2015,825546
8066,New Jersey,Middlesex County,POPESTIMATE2019,825062
241,California,Ventura County,CENSUS2010POP,823318
9264,Washington,Snohomish County,POPESTIMATE2019,822083
4370,Massachusetts,Worcester County,POPESTIMATE2015,818117
8354,Ohio,Hamilton County,POPESTIMATE2019,817473
5429,Pennsylvania,Montgomery County,POPESTIMATE2015,817180
8514,Oregon,Multnomah County,POPESTIMATE2019,812855
8882,Texas,Fort Bend County,POPESTIMATE2019,811688
1784,New Jersey,Middlesex County,CENSUS2010POP,809858
5213,Ohio,Hamilton County,POPESTIMATE2015,809527
452,Georgia,Gwinnett County,CENSUS2010POP,805321
223,California,San Francisco County,CENSUS2010POP,805235
1194,Maryland,Baltimore County,CENSUS2010POP,805029
7510,Massachusetts,Suffolk County,POPESTIMATE2019,803907
2072,Ohio,Hamilton County,CENSUS2010POP,802374
2592,Texas,El Paso County,CENSUS2010POP,800647
2288,Pennsylvania,Montgomery County,CENSUS2010POP,799874
8061,New Jersey,Essex County,POPESTIMATE2019,798975
1229,Massachusetts,Worcester County,CENSUS2010POP,798552
8466,Oklahoma,Oklahoma County,POPESTIMATE2019,797434
2978,Washington,Pierce County,CENSUS2010POP,795225
4920,New Jersey,Essex County,POPESTIMATE2015,790439
5373,Oregon,Multnomah County,POPESTIMATE2015,790008
7502,Massachusetts,Essex County,POPESTIMATE2019,789034
1779,New Jersey,Essex County,CENSUS2010POP,783969
4369,Massachusetts,Suffolk County,POPESTIMATE2015,782591
2564,Texas,Collin County,CENSUS2010POP,782341
5723,Texas,Denton County,POPESTIMATE2015,779584
5325,Oklahoma,Oklahoma County,POPESTIMATE2015,777373
4361,Massachusetts,Essex County,POPESTIMATE2015,776865
2629,Texas,Hidalgo County,CENSUS2010POP,774769
6635,Florida,Lee County,POPESTIMATE2019,770577
6123,Washington,Snohomish County,POPESTIMATE2015,769698
7329,Kentucky,Jefferson County,POPESTIMATE2019,766757
6508,California,San Mateo County,POPESTIMATE2019,766573
3367,California,San Mateo County,POPESTIMATE2015,765055
4188,Kentucky,Jefferson County,POPESTIMATE2015,764946
